id,areaDesc,SAME_codes,UGC_codes,affectedZones,sent,effective,onset,expires,ends,status,messageType,category,severity,certainty,urgency,event,headline
urn:oid:2.49.0.1.840.0.7457314dfe773476f2cee94cade9849a44a91d21.008.1,Wales to Cape Espenberg out to 15 NM,058807,PKZ807,https://api.weather.gov/zones/forecast/PKZ807,2024-10-12T03:08:00-08:00,2024-10-12T03:08:00-08:00,2024-10-12T03:00:00-08:00,2024-10-12T18:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 3:08AM AKDT until October 13 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.7457314dfe773476f2cee94cade9849a44a91d21.017.1,Kwemeluk Pass to Kwikpak Pass from 15 to 90 NM,058853,PKZ853,https://api.weather.gov/zones/forecast/PKZ853,2024-10-12T03:08:00-08:00,2024-10-12T03:08:00-08:00,2024-10-12T03:00:00-08:00,2024-10-12T18:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 3:08AM AKDT until October 13 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.7457314dfe773476f2cee94cade9849a44a91d21.020.1,Wales to Cape Thompson greater than 15 NM,058856,PKZ856,https://api.weather.gov/zones/forecast/PKZ856,2024-10-12T03:08:00-08:00,2024-10-12T03:08:00-08:00,2024-10-12T03:00:00-08:00,2024-10-12T18:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 3:08AM AKDT until October 13 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.7457314dfe773476f2cee94cade9849a44a91d21.007.1,Sledge Island to Wales out to 15 NM,058806,PKZ806,https://api.weather.gov/zones/forecast/PKZ806,2024-10-12T03:08:00-08:00,2024-10-12T03:08:00-08:00,2024-10-12T03:00:00-08:00,2024-10-12T18:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 3:08AM AKDT until October 13 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.7457314dfe773476f2cee94cade9849a44a91d21.016.1,Norton Sound greater than 15 NM,058852,PKZ852,https://api.weather.gov/zones/forecast/PKZ852,2024-10-12T03:08:00-08:00,2024-10-12T03:08:00-08:00,2024-10-12T03:00:00-08:00,2024-10-12T18:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 3:08AM AKDT until October 13 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.7457314dfe773476f2cee94cade9849a44a91d21.006.1,Moses Point to Sledge Island out to 15 NM,058805,PKZ805,https://api.weather.gov/zones/forecast/PKZ805,2024-10-12T03:08:00-08:00,2024-10-12T03:08:00-08:00,2024-10-12T03:00:00-08:00,2024-10-12T18:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 3:08AM AKDT until October 13 at 5:00PM AKDT by NWS Fairbanks AK
urn:oid:2.49.0.1.840.0.962ab21f08a93d661b156e11cf4407cbed4564cd.001.1,Lane County Cascade Foothills; Cascades of Lane County,041039,"ORZ125,ORZ128","https://api.weather.gov/zones/forecast/ORZ125,https://api.weather.gov/zones/forecast/ORZ128",2024-10-12T03:58:00-07:00,2024-10-12T03:56:00-07:00,2024-10-12T03:56:00-07:00,2024-10-12T16:00:00-07:00,,Actual,Alert,Met,Unknown,Unknown,Unknown,Air Quality Alert,Air Quality Alert issued October 12 at 3:56AM PDT by NWS Portland OR
urn:oid:2.49.0.1.840.0.d2ac52e96778f79f4380ad97b610139ffdd68702.003.1,Chesapeake Bay north of Pooles Island MD; Tidal Potomac from Key Bridge to Indian Head MD; Tidal Potomac from Indian Head to Cobb Island MD; Patapsco River including Baltimore Harbor; Patuxent River to Broomes Island MD,"073530,073535,073536,073538,073542","ANZ530,ANZ535,ANZ536,ANZ538,ANZ542","https://api.weather.gov/zones/forecast/ANZ530,https://api.weather.gov/zones/forecast/ANZ535,https://api.weather.gov/zones/forecast/ANZ536,https://api.weather.gov/zones/forecast/ANZ538,https://api.weather.gov/zones/forecast/ANZ542",2024-10-12T06:16:00-04:00,2024-10-12T06:16:00-04:00,2024-10-13T12:00:00-04:00,2024-10-12T14:30:00-04:00,2024-10-14T06:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 6:16AM EDT until October 14 at 6:00AM EDT by NWS Baltimore MD/Washington DC
urn:oid:2.49.0.1.840.0.d2ac52e96778f79f4380ad97b610139ffdd68702.001.2,Chesapeake Bay from Pooles Island to Sandy Point MD; Chesapeake Bay from Sandy Point to North Beach MD; Chester River to Queenstown MD; Eastern Bay,"073531,073532,073539,073540","ANZ531,ANZ532,ANZ539,ANZ540","https://api.weather.gov/zones/forecast/ANZ531,https://api.weather.gov/zones/forecast/ANZ532,https://api.weather.gov/zones/forecast/ANZ539,https://api.weather.gov/zones/forecast/ANZ540",2024-10-12T06:16:00-04:00,2024-10-12T06:16:00-04:00,2024-10-13T12:00:00-04:00,2024-10-12T14:30:00-04:00,2024-10-14T06:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 6:16AM EDT until October 14 at 6:00AM EDT by NWS Baltimore MD/Washington DC
urn:oid:2.49.0.1.840.0.d2ac52e96778f79f4380ad97b610139ffdd68702.002.2,Chesapeake Bay from North Beach to Drum Point MD; Chesapeake Bay from Drum Point MD to Smith Point VA; Tidal Potomac from Cobb Island MD to Smith Point VA; Choptank River to Cambridge MD and the Little Choptank River; Tangier Sound and the inland waters surrounding Bloodsworth Island,"073533,073534,073537,073541,073543","ANZ533,ANZ534,ANZ537,ANZ541,ANZ543","https://api.weather.gov/zones/forecast/ANZ533,https://api.weather.gov/zones/forecast/ANZ534,https://api.weather.gov/zones/forecast/ANZ537,https://api.weather.gov/zones/forecast/ANZ541,https://api.weather.gov/zones/forecast/ANZ543",2024-10-12T06:16:00-04:00,2024-10-12T06:16:00-04:00,2024-10-13T09:00:00-04:00,2024-10-12T14:30:00-04:00,2024-10-14T06:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 6:16AM EDT until October 14 at 6:00AM EDT by NWS Baltimore MD/Washington DC
urn:oid:2.49.0.1.840.0.5bbd4865005684d15226c1da76c12b0d3eb8dd6d.001.1,Coastal waters from Florence to Cape Blanco OR out 10 nm; Coastal waters from Cape Blanco OR to Pt. St. George CA out 10 nm; Waters from Florence to Cape Blanco OR from 10 to 60 nm; Waters from Cape Blanco OR to Pt. St. George CA from 10 to 60 nm,"057350,057356,057370,057376","PZZ350,PZZ356,PZZ370,PZZ376","https://api.weather.gov/zones/forecast/PZZ350,https://api.weather.gov/zones/forecast/PZZ356,https://api.weather.gov/zones/forecast/PZZ370,https://api.weather.gov/zones/forecast/PZZ376",2024-10-12T02:36:00-07:00,2024-10-12T02:36:00-07:00,2024-10-12T02:36:00-07:00,2024-10-12T15:45:00-07:00,2024-10-12T20:00:00-07:00,Actual,Update,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 2:36AM PDT until October 12 at 8:00PM PDT by NWS Medford OR
urn:oid:2.49.0.1.840.0.df1e0fe9884320c419f35fb1453285ea172673a8.001.1,"Klamath, OR",041035,ORC035,https://api.weather.gov/zones/county/ORC035,2024-10-12T01:41:00-07:00,2024-10-12T01:41:00-07:00,2024-10-12T01:41:00-07:00,2024-10-15T12:00:00-07:00,,Actual,Alert,Met,Unknown,Unknown,Unknown,Air Quality Alert,Air Quality Alert issued October 12 at 1:41AM PDT by NWS Medford OR
urn:oid:2.49.0.1.840.0.cb5660db162ca1b08fac0f0717ed22a322dcafbc.001.1,Coastal waters east of Ipswich Bay and the Stellwagen Bank National Marine Sanctuary; Coastal waters from Provincetown MA to Chatham MA to Nantucket MA out 20 nm,"073250,073254","ANZ250,ANZ254","https://api.weather.gov/zones/forecast/ANZ250,https://api.weather.gov/zones/forecast/ANZ254",2024-10-12T03:36:00-04:00,2024-10-12T03:36:00-04:00,2024-10-12T03:36:00-04:00,2024-10-12T03:51:18-04:00,2024-10-12T20:00:00-04:00,Actual,Alert,Met,Minor,Observed,Past,Small Craft Advisory,The Small Craft Advisory has been replaced. Please see the latest information from NWS Boston/Norton MA on this developing situation.
urn:oid:2.49.0.1.840.0.cb5660db162ca1b08fac0f0717ed22a322dcafbc.002.1,Massachusetts Bay and Ipswich Bay,073251,ANZ251,https://api.weather.gov/zones/forecast/ANZ251,2024-10-12T03:36:00-04:00,2024-10-12T03:36:00-04:00,2024-10-12T03:36:00-04:00,2024-10-12T03:51:18-04:00,2024-10-12T20:00:00-04:00,Actual,Alert,Met,Minor,Observed,Past,Small Craft Advisory,The Small Craft Advisory has been replaced. Please see the latest information from NWS Boston/Norton MA on this developing situation.
urn:oid:2.49.0.1.840.0.9c70ac54954fe4867b254421a9bf36b92b39cd9e.006.1,Cross Sound,058022,PKZ022,https://api.weather.gov/zones/forecast/PKZ022,2024-10-11T23:21:00-08:00,2024-10-11T23:15:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 11:15PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9c70ac54954fe4867b254421a9bf36b92b39cd9e.009.1,Southern Chatham Strait,058033,PKZ033,https://api.weather.gov/zones/forecast/PKZ033,2024-10-11T23:21:00-08:00,2024-10-11T23:15:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 11:15PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9c70ac54954fe4867b254421a9bf36b92b39cd9e.004.1,Southern Lynn Canal,058013,PKZ013,https://api.weather.gov/zones/forecast/PKZ013,2024-10-11T23:21:00-08:00,2024-10-11T23:15:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 11:15PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9c70ac54954fe4867b254421a9bf36b92b39cd9e.007.1,Stephens Passage,058031,PKZ031,https://api.weather.gov/zones/forecast/PKZ031,2024-10-11T23:21:00-08:00,2024-10-11T23:15:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 11:15PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9c70ac54954fe4867b254421a9bf36b92b39cd9e.005.1,Icy Strait,058021,PKZ021,https://api.weather.gov/zones/forecast/PKZ021,2024-10-11T23:21:00-08:00,2024-10-11T23:15:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 11:15PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9c70ac54954fe4867b254421a9bf36b92b39cd9e.003.1,Northern Lynn Canal,058012,PKZ012,https://api.weather.gov/zones/forecast/PKZ012,2024-10-11T23:21:00-08:00,2024-10-11T23:15:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 11:15PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9c70ac54954fe4867b254421a9bf36b92b39cd9e.010.1,Frederick Sound,058034,PKZ034,https://api.weather.gov/zones/forecast/PKZ034,2024-10-11T23:21:00-08:00,2024-10-11T23:15:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 11:15PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9c70ac54954fe4867b254421a9bf36b92b39cd9e.012.1,Clarence Strait,058036,PKZ036,https://api.weather.gov/zones/forecast/PKZ036,2024-10-11T23:21:00-08:00,2024-10-11T23:15:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 11:15PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9c70ac54954fe4867b254421a9bf36b92b39cd9e.002.1,Glacier Bay,058011,PKZ011,https://api.weather.gov/zones/forecast/PKZ011,2024-10-11T23:21:00-08:00,2024-10-11T23:15:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 11:15PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.9c70ac54954fe4867b254421a9bf36b92b39cd9e.011.1,Sumner Strait,058035,PKZ035,https://api.weather.gov/zones/forecast/PKZ035,2024-10-11T23:21:00-08:00,2024-10-11T23:15:00-08:00,2024-10-11T17:00:00-08:00,2024-10-12T07:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 11:15PM AKDT until October 12 at 5:00PM AKDT by NWS Juneau AK
urn:oid:2.49.0.1.840.0.988f68686e89a0519b86694c1480128ed40899f6.002.1,Coastal waters from Little Egg Inlet to Great Egg Inlet NJ out 20 nm; Coastal waters from Great Egg Inlet to Cape May NJ out 20 nm,"073452,073453","ANZ452,ANZ453","https://api.weather.gov/zones/forecast/ANZ452,https://api.weather.gov/zones/forecast/ANZ453",2024-10-12T03:18:00-04:00,2024-10-12T03:18:00-04:00,2024-10-13T14:00:00-04:00,2024-10-12T18:00:00-04:00,2024-10-14T06:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 3:18AM EDT until October 14 at 6:00AM EDT by NWS Mount Holly NJ
urn:oid:2.49.0.1.840.0.988f68686e89a0519b86694c1480128ed40899f6.004.1,Delaware Bay waters north of East Point NJ to Slaughter Beach DE; Delaware Bay waters south of East Point NJ to Slaughter Beach DE,"073430,073431","ANZ430,ANZ431","https://api.weather.gov/zones/forecast/ANZ430,https://api.weather.gov/zones/forecast/ANZ431",2024-10-12T03:18:00-04:00,2024-10-12T03:18:00-04:00,2024-10-13T14:00:00-04:00,2024-10-12T18:00:00-04:00,2024-10-14T06:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 3:18AM EDT until October 14 at 6:00AM EDT by NWS Mount Holly NJ
urn:oid:2.49.0.1.840.0.988f68686e89a0519b86694c1480128ed40899f6.003.1,Coastal waters from Cape May NJ to Cape Henlopen DE out 20 nm; Coastal waters from Cape Henlopen to Fenwick Island DE out 20 nm,"073454,073455","ANZ454,ANZ455","https://api.weather.gov/zones/forecast/ANZ454,https://api.weather.gov/zones/forecast/ANZ455",2024-10-12T03:18:00-04:00,2024-10-12T03:18:00-04:00,2024-10-13T14:00:00-04:00,2024-10-12T18:00:00-04:00,2024-10-14T06:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 3:18AM EDT until October 14 at 6:00AM EDT by NWS Mount Holly NJ
urn:oid:2.49.0.1.840.0.988f68686e89a0519b86694c1480128ed40899f6.001.1,Coastal waters from Sandy Hook to Manasquan Inlet NJ out 20 nm; Coastal waters from Manasquan Inlet to Little Egg Inlet NJ out 20 nm,"073450,073451","ANZ450,ANZ451","https://api.weather.gov/zones/forecast/ANZ450,https://api.weather.gov/zones/forecast/ANZ451",2024-10-12T03:18:00-04:00,2024-10-12T03:18:00-04:00,2024-10-13T14:00:00-04:00,2024-10-12T18:00:00-04:00,2024-10-14T06:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 3:18AM EDT until October 14 at 6:00AM EDT by NWS Mount Holly NJ
urn:oid:2.49.0.1.840.0.8181cf73917261a6f94f173316d542fb1f4e162d.001.2,Coastal Volusia; Coastal Indian River; Coastal St. Lucie; Coastal Martin; Mainland Northern Brevard; Northern Brevard Barrier Islands; Mainland Southern Brevard; Southern Brevard Barrier Islands,"012127,012061,012111,012085,012009","FLZ141,FLZ154,FLZ159,FLZ164,FLZ347,FLZ447,FLZ647,FLZ747","https://api.weather.gov/zones/forecast/FLZ141,https://api.weather.gov/zones/forecast/FLZ154,https://api.weather.gov/zones/forecast/FLZ159,https://api.weather.gov/zones/forecast/FLZ164,https://api.weather.gov/zones/forecast/FLZ347,https://api.weather.gov/zones/forecast/FLZ447,https://api.weather.gov/zones/forecast/FLZ647,https://api.weather.gov/zones/forecast/FLZ747",2024-10-12T03:11:00-04:00,2024-10-12T03:11:00-04:00,2024-10-12T03:11:00-04:00,2024-10-12T17:00:00-04:00,2024-10-14T04:00:00-04:00,Actual,Update,Met,Moderate,Likely,Expected,Rip Current Statement,Rip Current Statement issued October 12 at 3:11AM EDT until October 14 at 4:00AM EDT by NWS Melbourne FL
urn:oid:2.49.0.1.840.0.8181cf73917261a6f94f173316d542fb1f4e162d.001.1,Coastal Volusia; Coastal Indian River; Coastal St. Lucie; Coastal Martin; Mainland Northern Brevard; Northern Brevard Barrier Islands; Mainland Southern Brevard; Southern Brevard Barrier Islands,"012127,012061,012111,012085,012009","FLZ141,FLZ154,FLZ159,FLZ164,FLZ347,FLZ447,FLZ647,FLZ747","https://api.weather.gov/zones/forecast/FLZ141,https://api.weather.gov/zones/forecast/FLZ154,https://api.weather.gov/zones/forecast/FLZ159,https://api.weather.gov/zones/forecast/FLZ164,https://api.weather.gov/zones/forecast/FLZ347,https://api.weather.gov/zones/forecast/FLZ447,https://api.weather.gov/zones/forecast/FLZ647,https://api.weather.gov/zones/forecast/FLZ747",2024-10-12T03:11:00-04:00,2024-10-12T03:11:00-04:00,2024-10-12T03:11:00-04:00,2024-10-12T17:00:00-04:00,2024-10-12T17:00:00-04:00,Actual,Update,Met,Minor,Likely,Expected,High Surf Advisory,High Surf Advisory issued October 12 at 3:11AM EDT until October 12 at 5:00PM EDT by NWS Melbourne FL
urn:oid:2.49.0.1.840.0.38cfe93abbf92c862d61043f62ff05e5bf715da1.001.1,Eastern Panhandle/Crescent Lake NWR; Sandhills/Valentine NWR/Nebraska National Forest; Niobrara Valley/Fort Niobrara NWR/Samuel R McKelvie National Forest; Frenchman Basin,"031005,031031,031049,031069,031075,031101,031161,031009,031017,031091,031111,031113,031117,031149,031171,031015,031089,031103,031029,031085,031135","NEZ204,NEZ206,NEZ208,NEZ210","https://api.weather.gov/zones/fire/NEZ204,https://api.weather.gov/zones/fire/NEZ206,https://api.weather.gov/zones/fire/NEZ208,https://api.weather.gov/zones/fire/NEZ210",2024-10-12T01:57:00-05:00,2024-10-12T01:57:00-05:00,2024-10-12T11:00:00-05:00,2024-10-12T16:00:00-05:00,2024-10-12T20:00:00-05:00,Actual,Alert,Met,Severe,Likely,Expected,Red Flag Warning,Red Flag Warning issued October 12 at 1:57AM CDT until October 12 at 8:00PM CDT by NWS North Platte NE
urn:oid:2.49.0.1.840.0.324ee3b37d1a88c8b6f7b78583d26c98c54bc2b8.001.1,Coastal Franklin,012037,FLZ115,https://api.weather.gov/zones/forecast/FLZ115,2024-10-12T02:10:00-04:00,2024-10-12T02:10:00-04:00,2024-10-12T02:10:00-04:00,2024-10-12T20:00:00-04:00,2024-10-12T20:00:00-04:00,Actual,Alert,Met,Moderate,Likely,Expected,Rip Current Statement,Rip Current Statement issued October 12 at 2:10AM EDT until October 12 at 8:00PM EDT by NWS Tallahassee FL
urn:oid:2.49.0.1.840.0.560c8dddc781aa38424633ac53e42e37c9c66146.001.1,Inland New Hanover,037129,NCZ107,https://api.weather.gov/zones/forecast/NCZ107,2024-10-12T02:06:00-04:00,2024-10-12T02:06:00-04:00,2024-10-12T16:00:00-04:00,2024-10-12T16:00:00-04:00,2024-10-12T20:00:00-04:00,Actual,Alert,Met,Minor,Likely,Expected,Coastal Flood Advisory,Coastal Flood Advisory issued October 12 at 2:06AM EDT until October 12 at 8:00PM EDT by NWS Wilmington NC
urn:oid:2.49.0.1.840.0.c02eafa15a8eb636ccc2692897a4df7bdbaf11a8.014.1,Unalaska Bay,058771,PKZ771,https://api.weather.gov/zones/forecast/PKZ771,2024-10-11T15:59:00-08:00,2024-10-11T15:59:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T05:15:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 3:59PM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.c02eafa15a8eb636ccc2692897a4df7bdbaf11a8.013.1,Cape Sarichef to Nikoski Bering Side from 15 to 85 NM,058772,PKZ772,https://api.weather.gov/zones/forecast/PKZ772,2024-10-11T15:59:00-08:00,2024-10-11T15:59:00-08:00,2024-10-11T15:00:00-08:00,2024-10-12T05:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 11 at 3:59PM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.c02eafa15a8eb636ccc2692897a4df7bdbaf11a8.010.1,Nelson Lagoon to Cape Sarichef out to 15 NM,058758,PKZ758,https://api.weather.gov/zones/forecast/PKZ758,2024-10-11T15:59:00-08:00,2024-10-11T15:59:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T05:15:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 3:59PM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.c02eafa15a8eb636ccc2692897a4df7bdbaf11a8.036.1,Saint Matthew Island Waters,058767,PKZ767,https://api.weather.gov/zones/forecast/PKZ767,2024-10-11T15:59:00-08:00,2024-10-11T15:59:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T05:15:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 3:59PM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.c02eafa15a8eb636ccc2692897a4df7bdbaf11a8.016.1,Cape Sarichef to Nikoski Pacific Side from 15 to 85 NM,058774,PKZ774,https://api.weather.gov/zones/forecast/PKZ774,2024-10-11T15:59:00-08:00,2024-10-11T15:59:00-08:00,2024-10-11T15:00:00-08:00,2024-10-12T05:15:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 11 at 3:59PM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.c02eafa15a8eb636ccc2692897a4df7bdbaf11a8.017.1,Nikolski to Seguam Bering Side out to 15 NM,058775,PKZ775,https://api.weather.gov/zones/forecast/PKZ775,2024-10-11T15:59:00-08:00,2024-10-11T15:59:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T05:15:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 3:59PM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.c02eafa15a8eb636ccc2692897a4df7bdbaf11a8.019.1,Nikolski to Seguam Pacfic Side out to 15 NM,058777,PKZ777,https://api.weather.gov/zones/forecast/PKZ777,2024-10-11T15:59:00-08:00,2024-10-11T15:59:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T05:15:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 3:59PM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.c02eafa15a8eb636ccc2692897a4df7bdbaf11a8.018.1,Nikolski to Seguam Bering Side from 15 to 85 NM,058776,PKZ776,https://api.weather.gov/zones/forecast/PKZ776,2024-10-11T15:59:00-08:00,2024-10-11T15:59:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T05:15:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 11 at 3:59PM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.c02eafa15a8eb636ccc2692897a4df7bdbaf11a8.005.1,Castle Cape to Cape Tolstoi from 15 to 100 NM,058753,PKZ753,https://api.weather.gov/zones/forecast/PKZ753,2024-10-11T15:59:00-08:00,2024-10-11T15:59:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T05:15:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 3:59PM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.c02eafa15a8eb636ccc2692897a4df7bdbaf11a8.004.1,Castle Cape to Cape Tolstoi out to 15 NM,058752,PKZ752,https://api.weather.gov/zones/forecast/PKZ752,2024-10-11T15:59:00-08:00,2024-10-11T15:59:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T05:15:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 3:59PM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.c02eafa15a8eb636ccc2692897a4df7bdbaf11a8.003.1,Sitkinak to Castle Cape from 15 to 100 NM,058751,PKZ751,https://api.weather.gov/zones/forecast/PKZ751,2024-10-11T15:59:00-08:00,2024-10-11T15:59:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T05:15:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 11 at 3:59PM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
