id,areaDesc,SAME_codes,UGC_codes,affectedZones,sent,effective,onset,expires,ends,status,messageType,category,severity,certainty,urgency,event,headline
urn:oid:2.49.0.1.840.0.51dce2cc90cb5a8cd175c00a3d24b9a49e1d3935.001.1,"Alachua, FL; Union, FL","012001,012125","FLC001,FLC125","https://api.weather.gov/zones/county/FLC001,https://api.weather.gov/zones/county/FLC125",2024-10-12T09:51:00-04:00,2024-10-12T09:51:00-04:00,2024-10-14T02:00:00-04:00,2024-10-13T10:00:00-04:00,2024-10-16T14:00:00-04:00,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 9:51AM EDT until October 16 at 2:00PM EDT by NWS Jacksonville FL
urn:oid:2.49.0.1.840.0.974b9f7435af3168619f96667afbf8bc0ead778f.001.1,"Alachua, FL; Columbia, FL","012001,012023","FLC001,FLC023","https://api.weather.gov/zones/county/FLC001,https://api.weather.gov/zones/county/FLC023",2024-10-12T09:51:00-04:00,2024-10-12T09:51:00-04:00,2024-10-15T02:00:00-04:00,2024-10-13T10:00:00-04:00,,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 9:51AM EDT by NWS Jacksonville FL
urn:oid:2.49.0.1.840.0.22c3605c837b80871dd1ae35634b98b3491dd2c4.001.1,"Echols, GA",013101,GAC101,https://api.weather.gov/zones/county/GAC101,2024-10-12T09:50:00-04:00,2024-10-12T09:50:00-04:00,2024-10-12T09:50:00-04:00,2024-10-13T10:00:00-04:00,2024-10-15T09:30:00-04:00,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 9:50AM EDT until October 15 at 9:30AM EDT by NWS Jacksonville FL
urn:oid:2.49.0.1.840.0.aedade83507fcfacafd97eb755f3f7d936d8bac4.001.1,"Columbia, FL; Gilchrist, FL; Suwannee, FL","012023,012041,012121","FLC023,FLC041,FLC121","https://api.weather.gov/zones/county/FLC023,https://api.weather.gov/zones/county/FLC041,https://api.weather.gov/zones/county/FLC121",2024-10-12T09:50:00-04:00,2024-10-12T09:50:00-04:00,2024-10-12T09:50:00-04:00,2024-10-13T10:00:00-04:00,,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 9:50AM EDT by NWS Jacksonville FL
urn:oid:2.49.0.1.840.0.d561420fc0e6f13f923931e9b06fbcb0a09b7ce0.001.1,"Jones, NC; Lenoir, NC","037103,037107","NCC103,NCC107","https://api.weather.gov/zones/county/NCC103,https://api.weather.gov/zones/county/NCC107",2024-10-12T09:45:00-04:00,2024-10-12T09:45:00-04:00,2024-10-12T09:45:00-04:00,2024-10-13T00:45:00-04:00,2024-10-14T08:00:00-04:00,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 9:45AM EDT until October 14 at 8:00AM EDT by NWS Newport/Morehead City NC
urn:oid:2.49.0.1.840.0.633a5a360584484926e3f9e9171571567ec77a2a.001.1,"Osceola, FL",012097,FLC097,https://api.weather.gov/zones/county/FLC097,2024-10-12T09:37:00-04:00,2024-10-12T09:37:00-04:00,2024-10-12T09:37:00-04:00,2024-10-13T00:00:00-04:00,,Actual,Alert,Met,Severe,Likely,Expected,Flood Warning,Flood Warning issued October 12 at 9:37AM EDT by NWS Melbourne FL
urn:oid:2.49.0.1.840.0.1807f9d2194e4c59829cb8a1113a8112b1a0cd79.001.1,"Seminole, FL",012117,FLC117,https://api.weather.gov/zones/county/FLC117,2024-10-12T09:25:00-04:00,2024-10-12T09:25:00-04:00,2024-10-12T09:25:00-04:00,2024-10-13T00:00:00-04:00,,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 9:25AM EDT by NWS Melbourne FL
urn:oid:2.49.0.1.840.0.40fb637f3b26ae04dd1b49c9d611495690f81bb1.006.1,Santa Ynez Mountains Western Range,006083,CAZ351,https://api.weather.gov/zones/forecast/CAZ351,2024-10-12T06:19:00-07:00,2024-10-12T06:19:00-07:00,2024-10-12T17:00:00-07:00,2024-10-12T18:30:00-07:00,2024-10-13T05:00:00-07:00,Actual,Update,Met,Moderate,Likely,Expected,Wind Advisory,Wind Advisory issued October 12 at 6:19AM PDT until October 13 at 5:00AM PDT by NWS Los Angeles/Oxnard CA
urn:oid:2.49.0.1.840.0.40fb637f3b26ae04dd1b49c9d611495690f81bb1.001.2,Santa Barbara County Southwestern Coast,006083,CAZ349,https://api.weather.gov/zones/forecast/CAZ349,2024-10-12T06:19:00-07:00,2024-10-12T06:19:00-07:00,2024-10-12T17:00:00-07:00,2024-10-12T18:30:00-07:00,2024-10-13T05:00:00-07:00,Actual,Update,Met,Moderate,Likely,Expected,Wind Advisory,Wind Advisory issued October 12 at 6:19AM PDT until October 13 at 5:00AM PDT by NWS Los Angeles/Oxnard CA
urn:oid:2.49.0.1.840.0.fbee3744bdecab99214c8b95b1eb9f3df7c57bc8.001.1,"Seminole, FL",012117,FLC117,https://api.weather.gov/zones/county/FLC117,2024-10-12T09:08:00-04:00,2024-10-12T09:08:00-04:00,2024-10-12T09:08:00-04:00,2024-10-13T00:00:00-04:00,,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 9:08AM EDT by NWS Melbourne FL
urn:oid:2.49.0.1.840.0.b5202a4c3492388cf850898c878d80cfca90c349.001.1,"Seminole, FL",012117,FLC117,https://api.weather.gov/zones/county/FLC117,2024-10-12T09:07:00-04:00,2024-10-12T09:07:00-04:00,2024-10-12T09:07:00-04:00,2024-10-13T00:00:00-04:00,,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 9:07AM EDT by NWS Melbourne FL
urn:oid:2.49.0.1.840.0.85d3b57ca87a701f45b42fa989ebd0cc2f1ff1b2.001.1,"Lake, FL; Volusia, FL","012069,012127","FLC069,FLC127","https://api.weather.gov/zones/county/FLC069,https://api.weather.gov/zones/county/FLC127",2024-10-12T09:05:00-04:00,2024-10-12T09:05:00-04:00,2024-10-12T09:05:00-04:00,2024-10-12T21:15:00-04:00,,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 9:05AM EDT by NWS Melbourne FL
urn:oid:2.49.0.1.840.0.4ade49b4f0fcba0ad3bb1e893ebbf68e8b231722.001.1,"Lake, FL; Volusia, FL","012069,012127","FLC069,FLC127","https://api.weather.gov/zones/county/FLC069,https://api.weather.gov/zones/county/FLC127",2024-10-12T09:02:00-04:00,2024-10-12T09:02:00-04:00,2024-10-12T09:02:00-04:00,2024-10-13T00:15:00-04:00,,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 9:02AM EDT by NWS Melbourne FL
urn:oid:2.49.0.1.840.0.b40130e0b871c709a583b36327eb6ed8fa97aa35.001.1,"Appling, GA; Tattnall, GA; Toombs, GA; Wayne, GA","013001,013267,013279,013305","GAC001,GAC267,GAC279,GAC305","https://api.weather.gov/zones/county/GAC001,https://api.weather.gov/zones/county/GAC267,https://api.weather.gov/zones/county/GAC279,https://api.weather.gov/zones/county/GAC305",2024-10-12T08:55:00-04:00,2024-10-12T08:55:00-04:00,2024-10-12T08:55:00-04:00,2024-10-13T09:00:00-04:00,2024-10-13T21:12:00-04:00,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 8:55AM EDT until October 13 at 9:12PM EDT by NWS Jacksonville FL
urn:oid:2.49.0.1.840.0.d306bb187856ab0c1fca7682ce6d89649a9cae54.001.1,"Long, GA; Wayne, GA","013183,013305","GAC183,GAC305","https://api.weather.gov/zones/county/GAC183,https://api.weather.gov/zones/county/GAC305",2024-10-12T08:54:00-04:00,2024-10-12T08:54:00-04:00,2024-10-12T08:54:00-04:00,2024-10-13T09:00:00-04:00,2024-10-14T20:00:00-04:00,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 8:54AM EDT until October 14 at 8:00PM EDT by NWS Jacksonville FL
urn:oid:2.49.0.1.840.0.7d4720d6a03a22344a3a274ce5300d067d7f01de.001.1,"Brantley, GA",013025,GAC025,https://api.weather.gov/zones/county/GAC025,2024-10-12T08:54:00-04:00,2024-10-12T08:54:00-04:00,2024-10-12T08:54:00-04:00,2024-10-13T09:00:00-04:00,,Actual,Update,Met,Severe,Observed,Immediate,Flood Warning,Flood Warning issued October 12 at 8:54AM EDT by NWS Jacksonville FL
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.021.1,Marmot Bay,058737,PKZ737,https://api.weather.gov/zones/forecast/PKZ737,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.017.1,Gore Point to Marmot Island from 15 to 80 NM,058733,PKZ733,https://api.weather.gov/zones/forecast/PKZ733,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.018.1,Marmot Island to Sitkinak out to 15 NM,058732,PKZ732,https://api.weather.gov/zones/forecast/PKZ732,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.007.1,Resurrection Bay,058714,PKZ714,https://api.weather.gov/zones/forecast/PKZ714,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.024.1,Cook Inlet North Kalgin Island,058740,PKZ740,https://api.weather.gov/zones/forecast/PKZ740,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.012.1,Valdez Narrows,058721,PKZ721,https://api.weather.gov/zones/forecast/PKZ721,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.009.1,Central and Eastern Prince William Sound,058725,PKZ725,https://api.weather.gov/zones/forecast/PKZ725,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:43AM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.022.1,Shelikof Strait,058738,PKZ738,https://api.weather.gov/zones/forecast/PKZ738,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.010.1,Southwest Prince William Sound,058726,PKZ726,https://api.weather.gov/zones/forecast/PKZ726,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.008.1,Northwest Prince William Sound,058724,PKZ724,https://api.weather.gov/zones/forecast/PKZ724,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.003.1,Gravel Point to Cape Cleare out to 15 NM,058711,PKZ711,https://api.weather.gov/zones/forecast/PKZ711,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.019.1,Marmot Island To Sitkinak from 15 to 85 NM,058734,PKZ734,https://api.weather.gov/zones/forecast/PKZ734,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.023.1,Cook Inlet Kalgin Island to Point Bede,058742,PKZ742,https://api.weather.gov/zones/forecast/PKZ742,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.020.1,Chiniak Bay,058736,PKZ736,https://api.weather.gov/zones/forecast/PKZ736,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.014.1,Passage Canal,058723,PKZ723,https://api.weather.gov/zones/forecast/PKZ723,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.004.1,Cape Suckling to Cape Cleare from 15 to 75 NM,058712,PKZ712,https://api.weather.gov/zones/forecast/PKZ712,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.012.2,Valdez Narrows,058721,PKZ721,https://api.weather.gov/zones/forecast/PKZ721,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-13T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.016.1,Barren Islands East,058731,PKZ731,https://api.weather.gov/zones/forecast/PKZ731,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.013.1,Valdez Arm,058722,PKZ722,https://api.weather.gov/zones/forecast/PKZ722,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.006.1,Cape Cleare to Gore Point from 15 to 75 NM,058716,PKZ716,https://api.weather.gov/zones/forecast/PKZ716,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:43AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.005.1,Cape Cleare to Gore Point out to 15 NM,058715,PKZ715,https://api.weather.gov/zones/forecast/PKZ715,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.015.1,West of Barren Islands Including Kamishak Bay,058730,PKZ730,https://api.weather.gov/zones/forecast/PKZ730,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-13T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:43AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.7f95a99c7cebc95deaabfe70f1305f5cd29b35df.002.1,Cape Suckling to Gravel Point out to 15 NM,058710,PKZ710,https://api.weather.gov/zones/forecast/PKZ710,2024-10-12T04:43:00-08:00,2024-10-12T04:43:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T17:30:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Severe,Observed,Immediate,Storm Warning,Storm Warning issued October 12 at 4:43AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.010.1,Nelson Lagoon to Cape Sarichef out to 15 NM,058758,PKZ758,https://api.weather.gov/zones/forecast/PKZ758,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:42AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.004.1,Castle Cape to Cape Tolstoi out to 15 NM,058752,PKZ752,https://api.weather.gov/zones/forecast/PKZ752,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:42AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.012.1,Cape Sarichef to Nikoski Bering Side out to 15 NM,058770,PKZ770,https://api.weather.gov/zones/forecast/PKZ770,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:42AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.029.1,Pribilof Islands Nearshore Waters,058766,PKZ766,https://api.weather.gov/zones/forecast/PKZ766,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:42AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.025.1,Adak to Kiska Bering Side,058784,PKZ784,https://api.weather.gov/zones/forecast/PKZ784,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:42AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.022.1,Seguam to Adak Bering Side from 15 to 85 NM,058781,PKZ781,https://api.weather.gov/zones/forecast/PKZ781,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:42AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.009.1,Port Heiden to Nelson Lagoon from 15 to 60 NM,058757,PKZ757,https://api.weather.gov/zones/forecast/PKZ757,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:42AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.033.1,Kuskokwim Delta and Etolin Strait out to 15 NM,058763,PKZ763,https://api.weather.gov/zones/forecast/PKZ763,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:42AM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.026.1,Adak to Kiska Pacific Side,058785,PKZ785,https://api.weather.gov/zones/forecast/PKZ785,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-13T05:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:42AM AKDT until October 13 at 5:00AM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.027.1,Kiska to Attu Bering Side,058786,PKZ786,https://api.weather.gov/zones/forecast/PKZ786,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Minor,Likely,Expected,Small Craft Advisory,Small Craft Advisory issued October 12 at 4:42AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.015.1,Cape Sarichef to Nikoski Pacific Side out to 15 NM,058773,PKZ773,https://api.weather.gov/zones/forecast/PKZ773,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:42AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.024.1,Seguam to Adak Pacific Side from 15 to 75 NM,058783,PKZ783,https://api.weather.gov/zones/forecast/PKZ783,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T05:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-12T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:42AM AKDT until October 12 at 5:00PM AKDT by NWS Anchorage AK
urn:oid:2.49.0.1.840.0.f3bd38c805e0408ca5f117aba4f14a3d04387ca6.016.1,Cape Sarichef to Nikoski Pacific Side from 15 to 85 NM,058774,PKZ774,https://api.weather.gov/zones/forecast/PKZ774,2024-10-12T04:42:00-08:00,2024-10-12T04:42:00-08:00,2024-10-12T04:00:00-08:00,2024-10-12T18:00:00-08:00,2024-10-13T17:00:00-08:00,Actual,Alert,Met,Moderate,Likely,Expected,Gale Warning,Gale Warning issued October 12 at 4:42AM AKDT until October 13 at 5:00PM AKDT by NWS Anchorage AK
